"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Christian McCaffrey","RB","SF","@NYG","25.8","23.0","24.6","19.2","21.9","24.5","41.7","38.2","Main"
"Ja'Marr Chase","WR","CIN","CHI","23.8","19.3","22.5","13.6","18.1","22.5","39.0","33.0","Main"
"Jonathan Taylor","RB","IND","@PIT","23.8","22.3","22.4","19.5","20.9","22.3","39.2","37.4","Main"
"Patrick Mahomes","QB","KC","@BUF","23.3","23.1","24.2","21.4","21.4","21.4","34.6","34.5","Main"
"Jaxon Smith-Njigba","WR","SEA","@WAS","23.2","19.5","21.8","14.5","18.1","21.7","38.8","33.7","Sunday"
"Josh Allen","QB","BUF","KC","22.9","22.7","23.9","21.4","21.4","21.4","34.6","34.6","Main"
"Puka Nacua","WR","LA","NO","22.9","18.9","21.5","13.6","17.6","21.5","38.7","33.1","Main"
"Lamar Jackson","QB","BAL","@MIA","22.7","22.5","23.9","21.4","21.4","21.4","35.1","35.0","Thursday"
"Jayden Daniels","QB","WAS","SEA","21.9","21.6","22.9","20.3","20.3","20.3","33.4","33.3","Sunday"
"Dak Prescott","QB","DAL","ARI","21.7","21.5","22.6","19.7","19.7","19.7","32.5","32.5","Monday"
"Bijan Robinson","RB","ATL","@NE","21.5","19.1","20.7","15.9","18.2","20.6","35.6","32.5","Main"
"De'Von Achane","RB","MIA","BAL","21.4","18.5","20.8","15.3","18.0","20.7","35.1","31.5","Thursday"
"Justin Herbert","QB","LAC","@TEN","21.2","21.0","22.3","19.5","19.5","19.5","32.4","32.3","Main"
"Drake Maye","QB","NE","ATL","21.1","20.8","22.2","19.5","19.5","19.5","32.0","31.9","Main"
"Caleb Williams","QB","CHI","@CIN","20.8","20.6","21.9","19.2","19.2","19.2","32.0","32.0","Main"
"Amon-Ra St Brown","WR","DET","MIN","20.7","17.2","19.7","12.8","16.2","19.7","36.4","31.4","Main"
"Jahmyr Gibbs","RB","DET","MIN","20.5","18.7","19.6","16.2","17.8","19.5","35.0","32.8","Main"
"CeeDee Lamb","WR","DAL","ARI","20.4","16.9","19.3","12.4","15.8","19.3","35.5","30.5","Monday"
"Daniel Jones","QB","IND","@PIT","20.0","19.8","20.9","18.1","18.1","18.1","31.2","31.1","Main"
"Matthew Stafford","QB","LA","NO","19.8","19.6","20.9","18.1","18.1","18.1","30.6","30.6","Main"
"Jaxson Dart","QB","NYG","SF","19.8","19.5","20.7","18.3","18.3","18.3","31.0","30.9","Main"
"Jordan Love","QB","GB","CAR","19.0","18.9","20.2","17.6","17.6","17.6","30.2","30.1","Main"
"Javonte Williams","RB","DAL","ARI","18.7","17.0","18.0","14.7","16.3","17.9","32.5","30.4","Monday"
"Trevor Lawrence","QB","JAX","@LV","18.7","18.5","19.8","17.1","17.1","17.1","29.3","29.2","Main"
"Jared Goff","QB","DET","MIN","18.5","18.4","19.7","17.1","17.1","17.1","29.3","29.2","Main"
"Rashee Rice","WR","KC","@BUF","18.5","14.9","17.8","10.7","14.2","17.8","32.3","27.3","Main"
"Josh Jacobs","RB","GB","CAR","18.4","17.0","17.6","15.1","16.3","17.5","32.2","30.5","Main"
"Jacoby Brissett","QB","ARI","@DAL","18.3","18.0","19.3","16.6","16.6","16.6","28.5","28.4","Monday"
"Kyren Williams","RB","LA","NO","18.2","16.8","17.5","14.9","16.1","17.4","32.2","30.4","Main"
"Mac Jones","QB","SF","@NYG","18.2","18.0","19.2","16.5","16.5","16.5","28.4","28.4","Main"
"Derrick Henry","RB","BAL","@MIA","17.9","17.2","16.9","15.5","16.1","16.8","32.2","31.3","Thursday"
"Kyle Monangai","RB","CHI","@CIN","17.8","16.3","17.1","14.2","15.6","17.0","31.3","29.4","Main"
"Joe Flacco","QB","CIN","CHI","17.8","17.6","18.7","16.1","16.1","16.1","28.0","28.0","Main"
"Sam Darnold","QB","SEA","@WAS","17.8","17.6","18.9","16.3","16.3","16.3","28.1","28.0","Sunday"
"CJ Stroud","QB","HOU","DEN","17.5","17.3","18.6","16.0","16.0","16.0","27.4","27.3","Main"
"Aaron Rodgers","QB","PIT","IND","17.4","17.2","18.5","15.8","15.8","15.8","27.3","27.2","Main"
"Kimani Vidal","RB","LAC","@TEN","17.2","15.9","16.4","13.8","15.1","16.3","30.8","29.1","Main"
"Justin Jefferson","WR","MIN","@DET","17.1","14.3","16.3","10.7","13.5","16.3","30.6","26.5","Main"
"Trey McBride","TE","ARI","@DAL","17.0","13.5","19.8","9.5","12.9","16.4","29.1","24.0","Monday"
"Jaylen Warren","RB","PIT","IND","17.0","15.3","16.5","13.2","14.8","16.4","29.6","27.4","Main"
"Bo Nix","QB","DEN","@HOU","16.9","16.7","18.0","15.7","15.7","15.7","26.4","26.3","Main"
"Nico Collins","WR","HOU","DEN","16.8","14.1","16.1","10.5","13.3","16.1","29.7","25.7","Main"
"JJ McCarthy","QB","MIN","@DET","16.7","16.4","17.7","15.1","15.1","15.1","26.5","26.4","Main"
"Tyrone Tracy","RB","NYG","SF","16.4","14.7","16.0","12.6","14.2","15.8","28.9","26.7","Main"
"Jaylen Waddle","WR","MIA","BAL","16.3","13.6","15.6","10.1","12.9","15.6","29.6","25.6","Thursday"
"James Cook","RB","BUF","KC","16.2","15.2","15.4","13.5","14.4","15.3","29.7","28.4","Main"
"Davante Adams","WR","LA","NO","16.1","13.7","15.5","10.7","13.1","15.5","30.0","26.4","Main"
"Zay Flowers","WR","BAL","@MIA","16.0","13.3","15.3","9.9","12.6","15.3","29.7","25.6","Thursday"
"Ashton Jeanty","RB","LV","JAX","16.0","14.3","15.5","12.3","13.8","15.4","28.0","25.8","Main"
"Brian Thomas","WR","JAX","@LV","15.9","13.3","15.2","10.0","12.6","15.1","29.4","25.5","Main"
"Ladd McConkey","WR","LAC","@TEN","15.9","13.0","15.2","9.5","12.4","15.2","29.5","25.2","Main"
"Geno Smith","QB","LV","JAX","15.8","15.5","16.7","14.1","14.1","14.1","25.2","25.1","Main"
"Drake London","WR","ATL","@NE","15.5","12.7","14.8","9.3","12.0","14.8","28.0","23.9","Main"
"Tua Tagovailoa","QB","MIA","BAL","15.5","15.3","16.6","14.1","14.1","14.1","24.8","24.8","Thursday"
"George Pickens","WR","DAL","ARI","15.3","13.0","14.7","10.1","12.4","14.6","28.7","25.2","Monday"
"Bam Knight","RB","ARI","@DAL","15.0","13.5","14.6","11.8","13.2","14.5","27.1","25.3","Monday"
"Rome Odunze","WR","CHI","@CIN","15.0","12.8","14.4","10.0","12.2","14.4","28.4","25.0","Main"
"TreVeyon Henderson","RB","NE","ATL","14.6","13.2","14.2","11.4","12.7","14.1","26.7","24.9","Main"
"Chris Olave","WR","NO","@LA","14.6","11.6","14.1","8.1","11.1","14.0","25.8","21.6","Main"
"DK Metcalf","WR","PIT","IND","14.6","12.3","14.0","9.5","11.7","14.0","27.7","24.3","Main"
"Tyler Warren","TE","IND","@PIT","14.5","11.8","16.7","8.7","11.4","14.0","26.0","22.0","Main"
"Travis Etienne","RB","JAX","@LV","14.5","13.1","14.1","11.3","12.7","14.0","26.3","24.4","Main"
"Deebo Samuel","WR","WAS","SEA","14.5","11.7","14.1","8.6","11.3","14.1","26.2","22.2","Sunday"
"Michael Penix","QB","ATL","@NE","14.3","14.1","15.4","12.9","12.9","12.9","22.8","22.7","Main"
"Chase Brown","RB","CIN","CHI","14.3","12.9","13.9","11.2","12.5","13.8","25.8","24.0","Main"
"Michael Pittman","WR","IND","@PIT","14.1","11.4","13.6","8.2","10.9","13.6","26.5","22.5","Main"
"Tyler Shough","QB","NO","@LA","14.0","13.8","15.0","12.6","12.6","12.6","23.0","22.9","Main"
"Stefon Diggs","WR","NE","ATL","13.9","11.3","13.5","8.3","10.8","13.4","25.7","21.8","Main"
"Brock Bowers","TE","LV","JAX","13.3","10.6","15.8","7.5","10.2","13.0","24.0","19.8","Main"
"Tucker Kraft","TE","GB","CAR","13.2","11.0","15.0","8.4","10.6","12.8","24.7","21.3","Main"
"Marvin Harrison","WR","ARI","@DAL","13.1","11.1","12.7","8.5","10.6","12.6","25.4","22.2","Monday"
"Courtland Sutton","WR","DEN","@HOU","13.0","10.8","12.5","8.2","10.3","12.5","24.6","21.3","Main"
"DJ Moore","WR","CHI","@CIN","12.9","10.9","12.6","8.5","10.5","12.6","24.8","21.7","Main"
"George Kittle","TE","SF","@NYG","12.9","10.7","14.7","8.1","10.3","12.5","24.3","20.9","Main"
"Tee Higgins","WR","CIN","CHI","12.8","10.7","12.4","8.2","10.3","12.4","24.7","21.5","Main"
"Rico Dowdle","RB","CAR","@GB","12.7","11.4","12.3","9.8","11.0","12.2","22.5","20.8","Main"
"Bryce Young","QB","CAR","@GB","12.6","12.3","13.5","11.4","11.4","11.4","20.5","20.5","Main"
"Oronde Gadsden","TE","LAC","@TEN","12.6","10.3","14.6","7.6","9.9","12.3","23.6","20.0","Main"
"Cameron Ward","QB","TEN","LAC","12.6","12.2","13.5","11.1","11.1","11.1","20.5","20.4","Main"
"Kareem Hunt","RB","KC","@BUF","12.5","11.7","12.1","10.6","11.3","12.1","24.1","23.0","Main"
"Keenan Allen","WR","LAC","@TEN","12.5","10.2","12.3","7.6","9.9","12.3","23.8","20.3","Main"
"Wan'Dale Robinson","WR","NYG","SF","12.5","10.0","12.2","7.3","9.7","12.1","23.3","19.6","Main"
"Xavier Worthy","WR","KC","@BUF","12.4","10.3","12.1","8.0","10.0","12.0","23.8","20.8","Main"
"Jauan Jennings","WR","SF","@NYG","12.4","10.1","12.0","7.5","9.8","12.0","23.8","20.3","Main"
"David Montgomery","RB","DET","MIN","12.3","11.4","11.9","10.3","11.1","11.9","23.5","22.3","Main"
"Romeo Doubs","WR","GB","CAR","12.3","10.3","11.9","8.0","9.9","11.9","24.6","21.5","Main"
"Kenneth Walker","RB","SEA","@WAS","12.2","11.5","11.8","10.5","11.1","11.7","23.6","22.7","Sunday"
"Khalil Shakir","WR","BUF","KC","12.1","9.6","11.8","6.8","9.3","11.8","22.6","18.8","Main"
"Jakobi Meyers","WR","LV","JAX","12.1","9.8","11.7","7.2","9.5","11.7","22.8","19.4","Main"
"Tetairoa McMillan","WR","CAR","@GB","12.0","9.8","11.6","7.2","9.4","11.6","22.7","19.4","Main"
"Travis Kelce","TE","KC","@BUF","11.9","9.6","13.9","7.2","9.4","11.7","22.4","18.9","Main"
"JK Dobbins","RB","DEN","@HOU","11.7","11.0","11.1","9.9","10.5","11.0","22.2","21.4","Main"
"Jake Ferguson","TE","DAL","ARI","11.6","9.0","14.1","6.3","8.9","11.5","21.0","17.1","Monday"
"Jacory Croskey-Merritt","RB","WAS","SEA","11.6","10.9","11.3","9.9","10.6","11.2","22.6","21.6","Sunday"
"Alvin Kamara","RB","NO","@LA","11.3","9.8","11.1","8.3","9.6","11.0","20.2","18.3","Main"
"Jordan Addison","WR","MIN","@DET","11.2","9.3","10.9","7.1","9.0","10.9","22.0","19.1","Main"
"Jameson Williams","WR","DET","MIN","11.1","9.5","10.8","7.7","9.2","10.8","22.9","20.4","Main"
"Sam LaPorta","TE","DET","MIN","11.0","9.0","12.8","6.8","8.8","10.8","21.3","18.2","Main"
"Zach Ertz","TE","WAS","SEA","10.9","8.8","12.9","6.6","8.7","10.8","20.4","17.2","Sunday"
"Tre Tucker","WR","LV","JAX","10.8","9.0","10.5","6.9","8.7","10.5","21.1","18.3","Main"
"Parker Washington","WR","JAX","@LV","10.7","8.8","10.5","6.7","8.6","10.5","21.0","18.0","Main"
"Rashid Shaheed","WR","NO","@LA","10.7","8.7","10.4","6.4","8.4","10.4","20.3","17.2","Main"
"Troy Franklin","WR","DEN","@HOU","10.6","8.6","10.3","6.4","8.3","10.3","20.6","17.6","Main"
"Tony Pollard","RB","TEN","LAC","10.6","9.3","10.5","7.9","9.2","10.4","19.7","18.0","Main"
"Alec Pierce","WR","IND","@PIT","10.5","9.0","10.1","7.1","8.6","10.1","21.8","19.4","Main"
"Quentin Johnston","WR","LAC","@TEN","10.5","8.8","10.3","6.8","8.5","10.2","21.4","18.7","Main"
"Zach Charbonnet","RB","SEA","@WAS","10.5","9.7","10.3","8.8","9.5","10.2","20.6","19.6","Sunday"
"Kyle Pitts","TE","ATL","@NE","10.4","8.2","12.4","5.9","8.1","10.2","19.4","16.0","Main"
"Josh Downs","WR","IND","@PIT","10.3","8.2","10.1","5.9","8.0","10.1","19.9","16.7","Main"
"Darius Slayton","WR","NYG","SF","10.2","8.6","10.0","6.7","8.3","10.0","20.9","18.2","Main"
"Keon Coleman","WR","BUF","KC","10.1","8.4","9.8","6.4","8.1","9.8","20.4","17.7","Main"
"Theo Johnson","TE","NYG","SF","10.1","8.1","12.0","6.0","8.0","10.0","19.3","16.2","Main"
"Woody Marks","RB","HOU","DEN","10.0","8.8","9.9","7.6","8.7","9.8","18.9","17.3","Main"
"Malik Washington","WR","MIA","BAL","10.0","7.9","9.9","5.7","7.8","9.9","18.8","15.7","Thursday"
"LAC DST","DST","LAC","@TEN","10.0","10.0","11.0","10.0","10.0","10.0","18.0","18.0","Main"
"Tyjae Spears","RB","TEN","LAC","9.9","8.4","9.8","7.0","8.3","9.7","18.6","16.5","Main"
"Brandon Aubrey","K","DAL","ARI","9.9","9.9","10.7","9.9","9.9","9.9","16.4","16.4","Monday"
"Darnell Mooney","WR","ATL","@NE","9.8","8.1","9.6","6.2","7.9","9.6","19.6","16.9","Main"
"Aaron Jones","RB","MIN","@DET","9.8","8.4","9.8","7.1","8.4","9.7","18.8","16.7","Main"
"Jake Bates","K","DET","MIN","9.8","9.8","10.5","9.8","9.8","9.8","16.1","16.1","Main"
"Mark Andrews","TE","BAL","@MIA","9.7","8.0","11.2","6.3","7.9","9.5","19.1","16.6","Thursday"
"Dyami Brown","WR","JAX","@LV","9.7","7.9","9.5","6.0","7.8","9.5","19.4","16.6","Main"
"Olamide Zaccheaus","WR","CHI","@CIN","9.6","7.8","9.5","5.9","7.7","9.5","19.2","16.5","Main"
"Hunter Henry","TE","NE","ATL","9.6","7.9","11.1","6.1","7.8","9.4","19.0","16.3","Main"
"Calvin Austin","WR","PIT","IND","9.6","8.0","9.4","6.2","7.8","9.4","19.7","17.1","Main"
"Joshua Karty","K","LA","NO","9.6","9.6","10.3","9.6","9.6","9.6","15.9","15.9","Main"
"Cameron Dicker","K","LAC","@TEN","9.5","9.5","10.3","9.5","9.5","9.5","16.2","16.2","Main"
"Dalton Kincaid","TE","BUF","KC","9.4","7.5","11.0","5.6","7.4","9.2","18.2","15.3","Main"
"Evan Engram","TE","DEN","@HOU","9.4","7.3","11.4","5.1","7.2","9.3","16.8","13.7","Main"
"Kendrick Bourne","WR","SF","@NYG","9.4","7.6","9.2","5.7","7.4","9.2","18.9","16.1","Main"
"Elic Ayomanor","WR","TEN","LAC","9.4","7.7","9.2","5.9","7.5","9.2","18.7","16.0","Main"
"LA DST","DST","LA","NO","9.4","9.4","10.4","9.4","9.4","9.4","17.2","17.2","Main"
"Chad Ryland","K","ARI","@DAL","9.3","9.3","10.0","9.3","9.3","9.3","15.7","15.7","Monday"
"Cam Little","K","JAX","@LV","9.1","9.1","9.9","9.1","9.1","9.1","15.7","15.7","Main"
"Brandon McManus","K","GB","CAR","9.0","9.0","9.6","9.0","9.0","9.0","15.2","15.2","Main"
"Ka'imi Fairbairn","K","HOU","DEN","9.0","9.0","9.8","9.0","9.0","9.0","15.8","15.8","Main"
"Juwan Johnson","TE","NO","@LA","8.9","6.9","10.8","4.8","6.8","8.8","16.4","13.2","Main"
"Cooper Kupp","WR","SEA","@WAS","8.9","7.1","8.7","5.3","7.0","8.7","18.0","15.3","Sunday"
"Michael Badgley","K","IND","@PIT","8.9","8.9","9.6","8.9","8.9","8.9","15.2","15.2","Main"
"Jason Myers","K","SEA","@WAS","8.9","8.9","9.6","8.9","8.9","8.9","15.2","15.2","Sunday"
"Eddy Piu00f1eiro","K","SF","@NYG","8.9","8.9","9.6","8.9","8.9","8.9","15.3","15.3","Main"
"GB DST","DST","GB","CAR","8.9","8.9","9.8","8.9","8.9","8.9","16.5","16.5","Main"
"Tyler Loop","K","BAL","@MIA","8.8","8.8","9.4","8.8","8.8","8.8","14.8","14.8","Thursday"
"Cairo Santos","K","CHI","@CIN","8.8","8.8","9.4","8.8","8.8","8.8","15.1","15.1","Main"
"Emanuel Wilson","RB","GB","CAR","8.7","7.9","8.6","7.0","7.8","8.5","17.7","16.6","Main"
"Harrison Butker","K","KC","@BUF","8.7","8.7","9.3","8.7","8.7","8.7","14.9","14.9","Main"
"DET DST","DST","DET","MIN","8.7","8.7","9.6","8.7","8.7","8.7","16.4","16.4","Main"
"Wil Lutz","K","DEN","@HOU","8.6","8.6","9.3","8.6","8.6","8.6","15.2","15.2","Main"
"Andy Borregales","K","NE","ATL","8.6","8.6","9.2","8.6","8.6","8.6","14.8","14.8","Main"
"Kayshon Boutte","WR","NE","ATL","8.5","7.2","8.3","5.8","7.0","8.3","18.6","16.4","Main"
"Evan McPherson","K","CIN","CHI","8.5","8.5","9.2","8.5","8.5","8.5","14.7","14.7","Main"
"Chris Boswell","K","PIT","IND","8.5","8.5","9.1","8.5","8.5","8.5","14.7","14.7","Main"
"Matthew Wright","K","WAS","SEA","8.5","8.5","9.1","8.5","8.5","8.5","14.8","14.8","Sunday"
"Christian Watson","WR","GB","CAR","8.4","7.1","8.2","5.7","6.9","8.2","18.3","16.2","Main"
"Matthew Golden","WR","GB","CAR","8.4","7.1","8.3","5.6","6.9","8.3","18.0","15.8","Main"
"Chimere Dike","WR","TEN","LAC","8.4","6.8","8.3","5.0","6.7","8.3","16.4","13.7","Main"
"Matt Prater","K","BUF","KC","8.3","8.3","9.0","8.3","8.3","8.3","14.5","14.5","Main"
"Christian Kirk","WR","HOU","DEN","8.2","6.6","8.0","5.0","6.5","8.0","16.6","14.1","Main"
"Brashard Smith","RB","KC","@BUF","8.2","6.8","8.1","5.4","6.7","8.1","16.5","14.3","Main"
"Jordan Mason","RB","MIN","@DET","8.2","7.5","8.1","6.9","7.4","8.0","16.3","15.4","Main"
"TJ Hockenson","TE","MIN","@DET","8.2","6.3","9.9","4.5","6.3","8.1","15.7","12.9","Main"
"Daniel Carlson","K","LV","JAX","8.2","8.2","8.9","8.2","8.2","8.2","14.6","14.6","Main"
"Graham Gano","K","NYG","SF","8.2","8.2","8.8","8.2","8.2","8.2","14.5","14.5","Main"
"Kenneth Gainwell","RB","PIT","IND","8.1","6.9","8.1","5.7","6.9","8.0","16.2","14.5","Main"
"Jonnu Smith","TE","PIT","IND","8.1","6.4","9.8","4.7","6.4","8.1","15.9","13.2","Main"
"Parker Romo","K","ATL","@NE","8.0","8.0","8.7","8.0","8.0","8.0","14.3","14.3","Main"
"Nick Chubb","RB","HOU","DEN","7.9","7.3","7.8","6.6","7.2","7.7","15.9","15.0","Main"
"Rashod Bateman","WR","BAL","@MIA","7.8","6.6","7.7","5.3","6.5","7.7","17.4","15.4","Thursday"
"Van Jefferson","WR","TEN","LAC","7.8","6.3","7.7","4.8","6.2","7.7","16.2","13.7","Main"
"Michael Carter","RB","ARI","@DAL","7.7","6.8","7.6","5.9","6.7","7.6","16.0","14.7","Monday"
"JAX DST","DST","JAX","@LV","7.7","7.7","8.6","7.7","7.7","7.7","15.2","15.2","Main"
"Samaje Perine","RB","CIN","CHI","7.5","6.9","7.4","6.3","6.8","7.4","15.7","14.8","Main"
"Riley Patterson","K","MIA","BAL","7.5","7.5","8.1","7.5","7.5","7.5","13.5","13.5","Thursday"
"Will Reichard","K","MIN","@DET","7.5","7.5","8.1","7.5","7.5","7.5","13.5","13.5","Main"
"Joey Slye","K","TEN","LAC","7.5","7.5","8.1","7.5","7.5","7.5","13.8","13.8","Main"
"Michael Wilson","WR","ARI","@DAL","7.4","6.0","7.3","4.6","5.9","7.3","15.7","13.5","Monday"
"Dalton Schultz","TE","HOU","DEN","7.4","5.8","8.9","4.2","5.8","7.3","16.6","13.7","Main"
"Blake Grupe","K","NO","@LA","7.2","7.2","7.8","7.2","7.2","7.2","13.4","13.4","Main"
"DEN DST","DST","DEN","@HOU","7.2","7.2","8.0","7.2","7.2","7.2","14.4","14.4","Main"
"SF DST","DST","SF","@NYG","7.2","7.2","7.9","7.2","7.2","7.2","14.5","14.5","Main"
"RJ Harvey","RB","DEN","@HOU","7.1","6.0","7.0","5.0","6.0","7.0","14.7","13.1","Main"
"Justice Hill","RB","BAL","@MIA","7.0","5.6","7.0","4.2","5.6","6.9","15.2","12.9","Thursday"
"Blake Corum","RB","LA","NO","7.0","6.6","6.9","6.1","6.5","6.9","15.4","14.8","Main"
"AJ Barner","TE","SEA","@WAS","7.0","5.7","8.3","4.3","5.6","7.0","14.4","12.2","Sunday"
"Chig Okonkwo","TE","TEN","LAC","6.9","5.4","8.5","3.8","5.3","6.9","13.7","11.2","Main"
"Ryan Fitzgerald","K","CAR","@GB","6.8","6.8","7.4","6.8","6.8","6.8","12.8","12.8","Main"
"NE DST","DST","NE","ATL","6.8","6.8","7.6","6.8","6.8","6.8","13.8","13.8","Main"
"Isaiah Likely","TE","BAL","@MIA","6.7","5.5","8.0","4.2","5.5","6.7","14.6","12.4","Thursday"
"Xavier Legette","WR","CAR","@GB","6.7","5.3","6.6","3.9","5.3","6.6","13.8","11.6","Main"
"Colston Loveland","TE","CHI","@CIN","6.7","5.4","7.9","4.1","5.4","6.6","14.4","12.3","Main"
"Jordan Whittington","WR","LA","NO","6.7","5.5","6.7","4.3","5.5","6.7","14.8","12.8","Main"
"SEA DST","DST","SEA","@WAS","6.7","6.7","7.4","6.7","6.7","6.7","13.9","13.9","Sunday"
"Jalen Coker","WR","CAR","@GB","6.6","5.2","6.5","3.8","5.2","6.5","13.6","11.4","Main"
"Luke McCaffrey","WR","WAS","SEA","6.6","5.4","6.5","4.1","5.3","6.5","14.4","12.4","Sunday"
"Chris Moore","WR","WAS","SEA","6.6","5.5","6.5","4.3","5.4","6.5","14.8","12.9","Sunday"
